id,评论,打分,时间
18075026516,这个头盔质量很好，戴着大小也合适，里面可调节大小，头盔很结实，戴起来也不觉得热，性价比很高，送给儿子他非常喜欢！,5,2022-09-17 16:00:35
18787764557,头盔收到了，戴上试了一下，大小合适，做工精细，值得购买。款式好看，不错哦。,5,2023-02-15 13:21:09
18927146819,用了一段时间才来评价的，质量的确不错，是半盔，有通过3C认证。,5,2023-03-21 23:01:59
18779549391,收到货了，质量还不错，外观也好看。带了两天了，比普通的带着会重一点。,5,2023-02-12 23:34:37
18760925357,好看，又时尚，出乎意料哦。为了安全，入手一波，漂亮的很,5,2023-02-07 20:48:23
19038982313,掌柜态度很专业热情，有问必答，回复也很快，我问了不少问题，他都不觉得烦，都会认真回答我，这点我向掌柜表示由衷的敬意，这样的好掌柜可不多。再说宝贝，正是我需要的，收到的时候包装完整，打开后让我惊喜的是，宝贝比我想象中的还要好！不得不得竖起大拇指发货很快，已经收到货了，商品和描述的差不多，质量没问题，关键价格也合适，在这里买还是很放心的，好评~,5,2023-04-20 15:18:15
17636189478,首先，颜值还是很棒的，太新了，车座底下放不下，一度担心逛街被偷，走哪带哪，质量非常棒，看着和便宜的都不一样。,5,2022-06-15 07:51:11
17558816543,与描述高度匹配，大赞！,5,2022-05-30 18:42:38
18067447669,价格合适，样式精美。质量不错，调节方便。佩戴起来舒适感也很好。,5,2022-09-15 20:56:20
17824971271,非常满意的一次购物，颜色漂亮，带起来非常舒服，后面有反光条，晚上在也不怕黑了，灯光照射下可以被发现，价格美丽支持商家，支持京东,5,2022-07-25 18:35:24
17641914541,可以跟好，性价比高，值得购买。米白色很好看耶耶耶哪哈，大家买吧嘿嘿嘿，废话不多说，大家看图把大家，强推米白色，真的好看耶耶耶,5,2022-06-16 11:47:20
18128061530,头盔质量不错，选的粉色实物颜色更漂亮，光泽度很好，没有异味，材质比较放心，里面很柔软，戴上很舒适，围脖加绒，毛毛很暖和，也可以拆下来，比较方便，这样冬天骑车再也不怕冷了，价格也比实体店实惠，真是买的很值。,5,2022-09-27 17:47:46
17552551950,安全帽收到了，质量看着非常不错，大小也比较合适，颜色也很好看，不错的产品，安装简单，戴着也不重，感觉包裹性很好，很有安全感。,5,2022-05-29 10:33:58
18062287934,选了好几家店对比，花了好长时间，收到货真的很喜欢，帽子很厚实。发货速度非常快，很满意的一次购物,5,2022-09-14 18:19:39
15787693296,物美价廉，物超所值，超出预期的好，材质坚硬，内部舒适，造型美观，重量轻巧，没想到用这个价格能买到如此质优价廉的产品，已经推介给朋友，朋友看了也准备下单了。小小建议，外包装再讲究一点就更好了！,5,2021-06-10 11:14:21
18074404655,***泽非常好，高大上的感觉，也非常有手感，做工非常棒，茶镜也好看，戴着很合适，买值了！,5,2022-09-17 13:38:51
17553472965,东西收到了，质量很好，和图片一样，没有色差，标注都是3c认证的产品，刚带上使用感觉有点紧，估计带一段时间就好了吧。,5,2022-05-29 14:06:20
18043480812,不错，头盔挺精致的   物超所值！比较厚实，值得推荐！,5,2022-09-10 14:33:10
18195672178,质量还不错，通气孔是能调节的，头围大小都可以调节，男女通用，我觉得男士戴更合适！,5,2022-10-11 11:21:39
17549778062,收到后，组装镜片很轻松就搞定了。做工很好，质感不错。安全性方面，手感挺厚重，足够保护头部安全。,5,2022-05-28 15:19:39
17561680796,非常好看，非常漂亮，看上去物有所值，戴起来很舒服，后边也有反光板，灯光下反射易发现。支持京东，支持店铺。,5,2022-05-31 13:36:41
18071195161,宝贝特别喜欢，颜值高质量好，中看又中用，有需要的朋友不要犹豫了，最后祝商家生意兴隆！,5,2022-09-16 18:04:27
18537320241,快递很快，质量很好是正品，戴在头上很舒服，不会划到头皮。,5,2022-12-15 09:15:56
18049048891,头盔质量特别好，款式也特别时尚，太喜欢了！颜色也很漂亮，还会再光顾的！,5,2022-09-11 20:33:30
17764510712,这个头盔质量没问题，而且颜色还特别的亮，非常喜欢。物流也快。一定要买他家的,5,2022-07-11 11:24:48
18041052948,头盔收到了，3c认证，质量保障，后面反光设计，非常满意的一次网购！,5,2022-09-09 21:28:00
17776397341,非常满意的一次购物体验。产品和描述的一模一样。带了一下大小合适带着非常满意。性价比很高！,5,2022-07-14 11:04:51
17776420245,"这个人头盔一打开箱子就感受到商家对产品的严
格把关，头盔颜值高先不说，里面的一层保护棉
非常的紧贴，带上非常的好看更舒服，小细节上
也非常到位，能松紧，还有透气孔，头盔也很结
实，非常的棒。",5,2022-07-14 11:08:39
17576200268,头盔收到了，质量非常好，是3c认证，带了几天挺好的所以现在才好评。没有色差，发的和发的图片一样的。,5,2022-06-03 13:34:45
17579962137,总体来说不错的，颜色和质量都符合描述。护目镜安装一定要注意点。,5,2022-06-04 09:50:07
17644064169,材质做工很精致，头尾可调节，质量很好，颜色也非常漂亮，最重要的是骑车上路安全有保障啦！！,5,2022-06-16 18:53:42
17546831754,还不错，挺好的，可以反光，还有小风车，感觉比较安全，看上去也挺美观的，然后带上也比较舒适。,5,2022-05-27 19:23:23
17637321938,物美价廉，质量非常好，这个价位买到这样的头盔就是赚到，还会回购的,5,2022-06-15 12:21:46
17812763556,帽子质量很好，颜色好看适合男女使用，物流很快，下次还会光顾，推荐购买此款&hellip;,5,2022-07-22 18:54:02
17558635198,这款头盔外观美丽，品质优良，赠品也特别好玩，大家入手绝对不亏。,5,2022-05-30 17:59:52
17686562339,看着挺结实的，有里外三层，还送了反光条和小风扇，很不错,5,2022-06-23 20:05:51
17541311394,超出期待，简直物超所值，戴起来很舒服，反光强，大爱，骑上我心爱滴小摩托,5,2022-05-26 14:28:11
17562568816,头盔收到了，质量挺好的，3c认证的，大小合适，很不错，白色的很喜欢，很上档次！,5,2022-05-31 16:45:57
17565670040,包装完好，打开包装头盔质量很好，赠品暂时用不到给孩子玩了,5,2022-06-01 10:51:57
17404408099,东西收到了带上大小合适，颜色漂亮美观，老板人不错。发货速度也快，做工精致，值得购买,5,2022-04-23 23:40:03
17468934193,头盔非常漂亮，大小很合适，试戴了一下戴着非常舒服而且颜色非常漂亮，还会回购的,5,2022-05-09 18:34:01
17554903276,质量很好，大小很合适，外观很漂亮，戴上很舒适，物美价廉！！！,5,2022-05-29 19:35:20
17555021820,样式非常不错，物流也很快，特别愉快的一次购物，值得去买。。。,5,2022-05-29 20:06:36
18886904406,款式新颖，造型独特，佩戴舒适，摘卸方便快速。内部做工也很细致。,5,2023-03-11 21:39:26
17544982710,东西收到了，物流很快，质量很好，物美价廉，值得购买，很好,5,2022-05-27 12:05:56
17112662431,发货速度很快   产品质量很好  颜值很高 总体来说还不错很棒,5,2022-02-11 15:49:24
16507792724,头盔不错，物流也很快，今天收到了，打算过几天就安排上，棒棒哒，小伙伴们喜欢的就赶紧下手吧，欧耶，冲冲冲！,5,2021-10-23 19:58:19
17558401552,东西非常不错，物流速度非常快，这个头盔真好，本来还以为不好，结果收到货自己都惊呆了，话不多说，直接上图上视频，推荐购买，有意图的朋友们不要犹豫，抓紧下单吧,5,2022-05-30 17:05:57
15826616883,购买核心点，尾部有亮灯标志，前设有阀门可调节漏空气进入，黑色款很炫酷。工程塑料材质，性价比很高，还是有一定厚重感，搭配透明镜需自装，简单易上手。整体值得入手。,5,2021-06-18 12:10:00
18317168073,颜值很棒，一级棒，买上很舒服，戴上毫无违和感我自己非常喜欢，而且在路上的时候很多人频频回头看，我觉得真的是太帅了越看越喜欢,5,2022-11-02 11:52:51
19017676876,结实、外观可以。护目镜有划痕，商家第一时间安排补发。反光镜丢失，商家还给发了两个，不想沾他这个便宜真想给她退回去。还送了三个反光贴。,5,2023-04-13 09:28:47
16081988700,物美价廉，质量很好，是我想要的类型，物流也很快，值得大家购买。,5,2021-08-03 22:19:16
16510766787,这个价钱也就这品质，合适！,5,2021-10-24 12:49:02
16102999824,性价比高，颜值好看！不错，推荐大家。,5,2021-08-07 16:01:55
17744074794,头盔收到，颜色好看，质量很好，做工精细。物流很快，值得信赖。,5,2022-07-06 09:49:29
18015958285,时尚漂亮，质量不错，一次买了两个,5,2022-09-04 22:07:27
17375159588,先买了一个儿童的，一路顺风到货快，紧接着买了这一个，店家发货迅速，却在距目的地最后一站因疫情受阻，延迟数日方才收到。头盔与图示相符，挺好的,5,2022-04-16 23:48:29
17136292742,质量杠杠滴，款式也好看，本地卖100多的，跟这个质量差不多，性价比非常高，骑电动车，摩托车的首选，国家标准质量，带着放心，还有漂亮的尾翼，给个大大赞,5,2022-02-16 18:29:34
18227408929,非常好 好漂亮 跟想象差不多 后面有反光片 安全第一,5,2022-10-17 18:49:17
17846266960,做红用料还可以，喜欢,5,2022-07-29 22:08:34
17800870423,漂亮够硬够结实，质量杠杠的,5,2022-07-19 22:30:24
17550655460,挺不错，挺好看，刚收到货，那镜片还没安装上，不过都是赠品，都是安装上了，感觉倒是挺好看的,5,2022-05-28 18:37:54
17278884177,头盔高端大气上档次，造型好看，后面带夜间反光灯，出行更安全,5,2022-03-21 20:17:55
17896272627,快递到货，质量很好，戴头上不会很重，很合适，送的赠品也不错，防晒太阳板可以自由安装，头部有透气孔，很人性化，很不错，值得推荐购买,5,2022-08-10 20:10:53
17942927877,物超所值，非常满意，期间有点小插曲，店家细致周到的服务让人很感动，祝生意兴隆，还会再来,5,2022-08-21 18:09:17
17648977228,均码我戴上有点夹头，其他都很好，质量不错，在~买的退了，镜子拉下来路面高低不平，晕晕的。这个可以，还送了小装饰品。,5,2022-06-17 17:44:47
15466704511,宝贝收到了，冬天在这家店买了2个，现在快到夏季了又买了2个，这家质量特别的好第一次买有一个裂道，是正好前脸，给厂家拍照过去了，二话不说就又给寄来一个镜片，别的不说，这就是态度那叫一个好，客服也特别的好，所以说我就认准这家店了，价钱也不贵。棒??。,5,2021-03-27 09:29:11
19058581885,头盔做工质量都非常的不错，戴着不大不小刚刚好，可以调节大小，款式样式都非常的好看！包装的也挺好的！本人非常喜欢，就是快递慢了点！,5,2023-04-26 17:52:08
18055034230,非常好?的头盔,5,2022-09-13 08:07:43
15557243209,今天刚收到货了，品质看起来不错。明天可以试一下效果如何。如果效果好，打算再购买多几个备用。感谢商家制造出来的好东西。谢谢！,5,2021-04-15 22:00:08
17339329768,很不错的头盔?，已经第二次购买了，质量没得说，冬天套一个棉帽子没有问题，而且质量没得说，非常的好，太棒了，给我弟弟也买一个,5,2022-04-07 08:44:06
18046572302,发货很快两三天就到了，质量也不错，颜值杠杠的。,5,2022-09-11 10:43:57
18390569477,已经用了很长时间再来评价的,5,2022-11-14 23:38:56
17896793198,非常值得信赖的品牌，质量有保障，价格还亲民，相当满意,5,2022-08-10 22:46:01
18598687325,外形设计感还不错，我个人感觉一年四季都可以带，价格比较实惠，平时带上有个心理安慰，希望一直可以出入平安，物流速度还是比较快的，毕竟现在是特殊时期,5,2022-12-24 12:45:40
18203412448,宝贝收到了，第二次购买，真心喜欢谢谢店家 物流很快，放心购买哦！,5,2022-10-13 08:17:27
16531646200,尾部有亮灯标志，前设有通气阀门，可调节，黑色款很炫酷，材料为塑料材质，性价比高，还有一定的厚重感，搭配通明镜需要自装，简单易上手，尤其后面有反光板，灯光照射可以发现,5,2021-10-28 15:23:40
18128597914,快递很给力，东西收到了，感觉非常不错。,5,2022-09-27 19:41:13
17386219507,这头盔发了一个有瑕疵的给我！过分了噢！,5,2022-04-19 17:06:15
18897541993,商品收到了，看起来还行，但看不到双C标志&prime;,4,2023-03-14 13:45:23
17374825031,头盔质量很好，安全性能很高，保护头部很到位，值得推荐购买，店家服务态度好，物流也很快，买它没后顾之忧,5,2022-04-16 21:56:05
18153503421,购买的商品不错建议大家购买,5,2022-10-02 22:04:55
16221105572,产品挺好的，轻快，带着头上挺舒服的，还有排气孔，产品设计细节考虑的挺到位，还有反光的，晚上出行也挺安全了，带子也能调节，总之，一块挺好的挺实用的头盔！,5,2021-08-30 07:28:59
17537940025,防尘袋那去了？？,5,2022-05-25 18:20:38
17754662540,头盔质量不错，护目镜也很清晰，大小都可以调节3c认证，不错,5,2022-07-08 19:53:51
17508409730,该用户觉得商品不错,5,2022-05-18 19:37:36
15667745430,物流不算快，承运商顺丰快递三天送到，看起来市面上最快的物流还是京东快递了！商品收到，打开包装和网页上描述的一样，很轻便又坚固，拉下面罩不仅防强光还能挡风遮雨,5,2021-05-13 15:15:46
17835713033,京东商城，品质保证，质量非常好，一直在京东商城购买东西，值得信赖，宝贝回来之后。质量非常好，美观大方，简单，很时尚，很漂亮！,5,2022-07-27 19:15:22
17923053723,选择了很长时间，看了很多款的头盔，选择了这个头盔，收到货后，试戴了一下，很好。从头盔的材料丶颜色丶舒适度丶安全性看，都很满意，快递速度快，值得购买。,5,2022-08-17 12:04:53
18974537126,宝贝已经收到 外观很漂亮 很心仪的一款头盔。,5,2023-04-01 17:51:28
18333560635,非常好的一款头盔，好好看，质量非常好，以前买的那些头盔都没有这款的，质量过硬，佩戴也是相当的舒服，这个外形也是特别的炫酷，本来我不喜欢戴头盔的，我现在都很喜欢戴这款头盔了，价格也非常的实惠，真的是物美价廉，真心的推荐大家来购买这款,5,2022-11-05 10:49:15
15713391806,头盔不错，虽然有点味道，总体还是可以的，感觉很坚固，挺不错 外形什么都不错 头盔这东西大概率还是不希望派上用场 ，交警让必须戴头盔所买。,5,2021-05-24 17:32:33
18258594158,外观设计漂亮，尺寸大小合适，包装仔细完整，宝贝手感不错，感觉很好，发货速度快，服务态度一流，给力！5星好评！,5,2022-10-22 10:59:51
18881233062,不错的一款头盔，冬天戴着嘴巴挡不到，可以多戴个口罩和围巾就不会很冷了，春天就很棒了，防晒，还有个太阳镜遮光，给个五星好评吧?????,5,2023-03-10 19:40:47
17966611340,质量很好第一次在网上买头盔，戴着挺好看的我买的前面挡风是半遮挡，如果冬天的话还是买全遮挡的话好，晚上可以选择透明的挡风?,5,2022-08-26 10:38:20
18216467647,电动车头盔男四季防晒防雨电瓶车头盔女士夏季哈雷头盔轻便式半覆式安全帽四季通用半盔防晒夏天灰色黑茶中均码不错的一款头盔，算得上一款物美廉价，做工不错，款式较为新颖的头盔，戴着较为舒服，灰色是我喜欢的色系。,5,2022-10-15 20:25:08
18824860109,我买来试了好几天才来评论。首先快递挺快的，头盔也特别的精致，样式好看。还有头盔的内衬，戴着舒服，你可以根据自己头围大小自己调整。,5,2023-02-24 23:31:34
15470095621,在他家买了N个了，质量都特好的，颜色多也正，老板也好，服务态度有问题立马就给解决，决不托地带水。这点是别的商家做不到的，棒??。,5,2021-03-28 08:17:32
17399237714,该用户觉得商品不错,5,2022-04-22 17:50:09
16375743726,头盔还不错，适合夏天带，大小带着还可以。。,5,2021-09-28 10:35:37
16087864761,特别喜欢这款头盔，这个价位值得推荐，比较适合夏季带,5,2021-08-04 21:22:39
19097291278,京东质量非常好，我在其它平台买2次退了2次，我还是在京东买放心，给满分。,5,2023-05-09 21:47:25
16693067097,一开始商家发错了镜片，后来补发的茶色镜片。镜片安装也很简单，客服有视频教程。特别喜欢这个水泥灰的颜色，头盔的外形也很有个性，戴着不重很舒适，推荐购买。,5,2021-11-20 18:19:56
18785968257,好好好好好好好！！买了两个，一个白色的，一个蓝色的，质量很好，不错不错，看视频，真的行??,5,2023-02-14 20:59:13
15684387762,商品己收到，物流很快，配送员态度很好，商品质量不错，款式美观，而且价格还可以吧。,5,2021-05-17 18:48:58
18066471228,看外观还可以，春夏秋冬都可用,5,2022-09-15 17:06:51
17690315004,头盔非常不错！值得购买！！！,5,2022-06-24 15:13:50
19002293463,质量挺好的，也很好看的，试带了一下，很舒服&hellip;&hellip;,5,2023-04-08 18:14:56
18860046354,收到了，非常不错，材质也很好，颜值也很高，值得购买。,5,2023-03-05 19:28:03
15601517145,要买他家的注意了，质量非常差，就是一个薄薄的塑料壳，帽子到处刮花，帽子里面和帽檐还有很多中长头发夹在那里，应该是别人退货的发过来，做工质量粗糙。客服也扯皮，不正面回答问题。头一天我在另外一家京东自营店买了一款男士的，贵5元钱，质量好太多了，样子也好看，做工够硬够重，,1,2021-04-25 20:25:46
17560717395,非常好，已经买了几次了，质量给个赞！,5,2022-05-31 09:37:54
17874483212,质量不错非常满意！超过我的满意度,5,2022-08-05 12:49:28
15737440911,货已收到，很蒎满意，带上头上很钻舒服,5,2021-05-30 18:51:29
18805008237,快递很给力，收到头盔，很漂亮，再买一定还会光顾这个头盔店家,5,2023-02-19 16:36:10
17357512184,很喜欢，款式挺好看的，戴起来也舒服,5,2022-04-12 11:41:45
18749547446,还行.虽然有点小瑕疵.但不影响使用.,5,2023-02-04 14:40:02
17608621959,"不错，很满意,送了一个小风车,很酷。",5,2022-06-09 19:49:19
15768204950,头盔质量不错，做工也好，价格实惠。,5,2021-06-06 10:50:56
18067492503,头盔收到了，很喜欢。刚好现在天气变凉了，上班骑车带着头盔又安全又暖和。头盔的款式好看，质量也不错。价格实惠,5,2022-09-15 21:07:32
17295531166,还可以吧，后悔应该买个白色的了,5,2022-03-26 10:09:25
17563737571,"质量很好 
喜欢的朋友 别犹豫了",5,2022-05-31 21:10:35
18289868098,物超所值，非常满意，期间有点小插曲，店家细致周到的服务让人很感动，祝生意兴隆，还会再来,5,2022-10-27 18:42:32
15461516413,一般般，做工不是很好，比较轻，外面的质量还可以，内部应该不是很好的，20几块钱买的，还可以吧，比公司的安全帽差很多！！！！,5,2021-03-25 19:21:05
17338854111,此用户未填写评价内容,5,2022-04-06 23:02:06
17195129199,非超好用，价格便宜设计合理。外观看起来挺好看的，材质看起来挺好的，使用起来很方便，挺不错的发货速度非常快，包装挺好的。价格实惠,5,2022-03-01 20:32:10
17438315798,蓝色看上去比较暗，但实际上是不错的，带起来感受也不错，满分100的话，这个最起码90.哈哈哈小风车也很好看,5,2022-05-02 16:06:57
15597775812,头盔质量很好无异味，好看，戴着舒服，性价比也挺好,5,2021-04-24 20:46:59
17808816584,头盔很喜欢，夏天带这样的头盔不热，颜色好看清爽，质量不错，很喜欢的宝贝,5,2022-07-21 20:24:21
18047573486,质量很好，大小正好合适，前挡片很好，值得我们去买,5,2022-09-11 14:54:50
17622937600,物流很快，昨天下单今天就收到了，给力！头盔质量不错，还送个小竹蜻蜓，晚上开车戴出去溜溜。。,5,2022-06-12 17:29:05
16353769924,"颜值很高，透气性好，戴着
比较时尚！",5,2021-09-24 11:48:33
16000978219,好喜欢这颜色，带反光条，晚上骑车安全很多,5,2021-07-18 10:06:26
15613123964,质量很好，还这么便宜，比我在另一家店买那个男式的好太多了。,5,2021-04-28 20:54:41
18319061692,头盔质量好！做工精细,5,2022-11-02 17:42:45
17762636239,"透气，轻便，舒适！！！
给家人、亲人买了两个！
另外有可爱的小赠品哦！",5,2022-07-10 20:18:52
16324172048,商品很赞，性价比高，值得购买。,5,2021-09-18 13:21:02
17566359006,相对便宜好用，很好用，严格来说不适用于摩托车，更适用于电动自行车,5,2022-06-01 13:13:43
17762469884,还不错，很厚实，做工也很精致，没有异味，比较满意。,5,2022-07-10 19:33:06
15629082507,质量非常好，客服态度非常非常赞，有问题及时给解决了不错，喜欢，性价比高，以后会经常光顾是正品很好用，价格便宜了很多，性价比超高，真的特别划算，包装也很高端大气上档次，值得购买,5,2021-05-03 15:25:59
17564306933,用马克笔在上面添了几笔，成了独一无二的。挺不错,5,2022-05-31 22:56:34
17654636988,镜片高清的晚上也很清晰，头顶还有通风口，质量不错，挺满意的，,5,2022-06-18 16:33:19
16249534457,东西很不错，很值！！,5,2021-09-04 13:23:28
15811365759,这款头盔很坚固、魔术贴设计比较人性化，各种头围都适合，还有一个亮点在于后面有个夜视灯，晚上出行很安全，遮挡眼睛那里看起来很酷！不错，给个好评！哈哈哈,5,2021-06-15 19:20:08
17701225736,非常轻 ，颜色也很漂亮，戴着很舒服,5,2022-06-26 19:19:19
15844218033,发货很快，做工很好，质量非常满意。,5,2021-06-21 11:10:13
15744064650,质量很好，到货及时，非常满意,5,2021-06-01 11:43:50
17562066062,质量非常好，卖家服务态度很好，值得推荐。,5,2022-05-31 15:04:03
17569692982,头盔很喜欢，质量也很好，主要是戴着很酷，。棒棒哒,5,2022-06-02 05:43:40
15638296287,很快收到买的物品了，打开一看，颜色很正，与图片一致，质量不错。,5,2021-05-06 00:27:44
17717299515,比我之前买的同价位的要好很多,5,2022-06-30 08:54:54
17419043379,收到宝贝，用了几天，感觉挺好的，质量杆杆的,5,2022-04-27 17:46:49
15650088437,轻便式半复式哈雷头盔收到了，拆开盒子一瞬间很喜欢它。款式新潮，设计精致、周密，头盔后面有反光标识，太人性化了，很适合人意，非常满意，就是物流稍微慢了点！！！,5,2021-05-09 05:51:41
17950509960,很好的头盔很帅还有透风口后面,5,2022-08-23 08:09:11
17580017385,带着骑了几次，就是有一点点重,5,2022-06-04 09:59:48
17482247115,商品以收到，戴起来还不错，外观还不错质量还行,5,2022-05-12 17:04:26
18131687372,质量不错,5,2022-09-28 11:58:31
17420890727,非常好 主要质量没话说，很好看 怎么摔都摔不破，还会回购,5,2022-04-28 09:10:13
18014963651,完美，很好，，漂亮！,5,2022-09-04 18:54:59
17645994047,质量好，颜色漂亮，是我喜欢的款式。凉快！,5,2022-06-17 07:04:25
15608711335,马上要执行新交规了，特地买了这款新头盔，式样挺好。,5,2021-04-27 18:02:22
15781882089,给自己买的，非常喜欢，还会让朋友们也买的,5,2021-06-09 06:59:24
17577538180,整体还是挺不错的，商家服务态度好，头盔很硬,5,2022-06-03 18:24:11
17801679335,好看，质量也不错，值得购买,5,2022-07-20 09:11:59
17452103464,非常好，非常值得购买。比我买车拿的那个好多了。,5,2022-05-05 21:20:47
17459872059,可以的，戴着不错。哈哈,5,2022-05-07 17:59:51
17457463975,孩子喜欢，让我再买一个，快递能在快点吧！,5,2022-05-07 08:29:29
17847483350,质量很好，服务很棒,5,2022-07-30 09:46:26
17563351851,可以非常好，戴着很舒适,5,2022-05-31 19:41:49
17548528973,美观大气，质量也好，使用更放心,5,2022-05-28 10:24:54
17546303935,头盔漂亮，实用，性价比高。,5,2022-05-27 17:14:29
17528888362,此用户未填写评价内容,5,2022-05-23 18:39:59
15781490801,那条带子有点短。,5,2021-06-08 23:40:46
16012737122,头盔已经收到，物流速度也很快的，感觉还行吧，就是头带起来里面没有固定的，下次改良一下应该会好起来的,5,2021-07-20 16:15:48
17352533423,此用户未填写评价内容,5,2022-04-10 23:28:03
15974737376,感觉质量可以，可以调大小，买了两个，有时候带小孩，骑电动车还是带个安全帽好一点，保护好头部。,5,2021-07-12 21:21:25
15974737284,感觉质量可以，可以调大小，买了两个，有时候带小孩，骑电动车还是带个安全帽好一点，保护好头部。,5,2021-07-12 21:20:27
14119250669,收到宝贝迫不及待拆开来看看，宝贝的包装完好无损，里面还送了我袋子和黑色的口罩?，头盔的重量不是很重还可以，挡风玻璃装起来很简单容易的，透气性还好吧，毕竟夏天天气热，快递小哥服务态度很好，整体来说还是可以的。,5,2020-05-06 13:59:04
17627908785,安全帽质量看着不错，大小合适，颜色好看，带起来舒服，尤其是后面有反光板，灯光照射下可以被发现，起到反光警示作用，头盔外观漂亮，做工精细，而且质量有认证，戴着较为舒服，颜色磨砂的哑黑，还挺好看的，物美价廉，物超所值，超出预期的好，材质坚硬，内部舒适，选型美观，重量轻巧，已推荐给朋友！,5,2022-06-13 15:15:12
19004643587,拿在手里质感还可以，头盔里有松紧的地方，可以根据自己头大小调整，方便实用。前面有两个透气孔，也可以随时调节。后面有反光条，晚上还没骑，不知道效果怎么样。镜片的话是黑色的，夏天能防强光照射，带着看东西还是比较舒服的，就是露出鼻子的那一部分得把头盔调整好位置，不然老是觉得视线里有道缝，总体还是不错的，价位也还行。,5,2023-04-09 07:51:42
15829739223,很好！外观时尚，透气，质量也不错！用了一段时间感觉很好！,5,2021-06-18 21:22:24
16393342371,不错蛮好的，我儿子很喜欢,5,2021-10-01 11:53:20
